"nama_evaluator";"ID";"verdict";"error_type"
"E";"11:70";"SUPPORTED";NULL
"D";"11:70";"SUPPORTED";NULL
"E";"4:23";"SUPPORTED";NULL
"D";"4:23";"SUPPORTED";NULL
"E";"70:29";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"70:29";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"19:44";"SUPPORTED";NULL
"D";"19:44";"SUPPORTED";NULL
"E";"43:24";"SUPPORTED";NULL
"D";"43:24";"SUPPORTED";NULL
"E";"19:47";"SUPPORTED";NULL
"D";"19:47";"SUPPORTED";NULL
"E";"12:12";"SUPPORTED";NULL
"D";"12:12";"SUPPORTED";NULL
"E";"46:18";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"46:18";"SUPPORTED";NULL
"E";"4:157";"SUPPORTED";NULL
"D";"4:157";"SUPPORTED";NULL
"E";"23:50";"SUPPORTED";NULL
"D";"23:50";"SUPPORTED";NULL
"E";"80:37";"SUPPORTED";NULL
"D";"80:37";"SUPPORTED";NULL
"E";"34:37";"SUPPORTED";NULL
"D";"34:37";"SUPPORTED";NULL
"E";"4:30";"SUPPORTED";NULL
"D";"4:30";"SUPPORTED";NULL
"E";"18:74";"SUPPORTED";NULL
"D";"18:74";"SUPPORTED";NULL
"E";"28:4";"SUPPORTED";NULL
"D";"28:4";"SUPPORTED";NULL
"E";"40:27";"SUPPORTED";NULL
"D";"40:27";"SUPPORTED";NULL
"E";"4:49";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"4:49";"SUPPORTED";NULL
"E";"25:43";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"25:43";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"28:60";"SUPPORTED";NULL
"D";"28:60";"SUPPORTED";NULL
"E";"10:16";"SUPPORTED";NULL
"D";"10:16";"SUPPORTED";NULL
"E";"6:35";"SUPPORTED";NULL
"D";"6:35";"SUPPORTED";NULL
"E";"15:92";"SUPPORTED";NULL
"D";"15:92";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"51:14";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"51:14";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"6:99";"SUPPORTED";NULL
"D";"6:99";"SUPPORTED";NULL
"E";"77:23";"SUPPORTED";NULL
"D";"77:23";"SUPPORTED";NULL
"E";"7:30";"SUPPORTED";NULL
"D";"7:30";"SUPPORTED";NULL
"E";"43:58";"SUPPORTED";NULL
"D";"43:58";"SUPPORTED";NULL
"E";"29:62";"SUPPORTED";NULL
"D";"29:62";"SUPPORTED";NULL
"E";"40:82";"SUPPORTED";NULL
"D";"40:82";"SUPPORTED";NULL
"E";"16:65";"SUPPORTED";NULL
"D";"16:65";"SUPPORTED";NULL
"E";"16:13";"SUPPORTED";NULL
"D";"16:13";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"E";"54:7";"SUPPORTED";NULL
"D";"54:7";"SUPPORTED";NULL
"E";"11:89";"SUPPORTED";NULL
"D";"11:89";"SUPPORTED";NULL
"E";"25:37";"SUPPORTED";NULL
"D";"25:37";"SUPPORTED";NULL
"E";"11:48";"SUPPORTED";NULL
"D";"11:48";"SUPPORTED";NULL
"E";"37:81";"NOT_SUPPORTED";"PRONOUN_DISAMBIGUATION_FAILURE"
"D";"37:81";"NOT_SUPPORTED";"PRONOUN_DISAMBIGUATION_FAILURE"
"E";"6:84";"SUPPORTED";NULL
"D";"6:84";"SUPPORTED";NULL
"E";"37:95";"SUPPORTED";NULL
"D";"37:95";"SUPPORTED";NULL
"E";"37:135";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"37:135";"SUPPORTED";NULL
"E";"29:27";"SUPPORTED";NULL
"D";"29:27";"SUPPORTED";NULL
"E";"12:66";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"12:66";"SUPPORTED";NULL
"E";"27:42";"SUPPORTED";NULL
"D";"27:42";"SUPPORTED";NULL
"E";"27:43";"SUPPORTED";NULL
"D";"27:43";"SUPPORTED";NULL
"E";"11:95";"SUPPORTED";NULL
"D";"11:95";"SUPPORTED";NULL
"E";"11:110";"SUPPORTED";NULL
"D";"11:110";"SUPPORTED";NULL
"E";"26:56";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"26:56";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"7:148";"SUPPORTED";NULL
"D";"7:148";"SUPPORTED";NULL
"E";"10:77";"SUPPORTED";NULL
"D";"10:77";"SUPPORTED";NULL
"E";"20:65";"SUPPORTED";NULL
"D";"20:65";"SUPPORTED";NULL
"E";"28:37";"SUPPORTED";NULL
"D";"28:37";"SUPPORTED";NULL
"E";"37:114";"SUPPORTED";NULL
"D";"37:114";"SUPPORTED";NULL
"E";"19:28";"SUPPORTED";NULL
"D";"19:28";"SUPPORTED";NULL
"E";"19:34";"SUPPORTED";NULL
"D";"19:34";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"8:6";"SUPPORTED";NULL
"D";"8:6";"SUPPORTED";NULL
"E";"3:128";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"3:128";"SUPPORTED";NULL
"E";"33:18";"SUPPORTED";NULL
"D";"33:18";"SUPPORTED";NULL
"E";"9:66";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"9:66";"SUPPORTED";NULL
"E";"53:6";"SUPPORTED";NULL
"D";"53:6";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"18:88";"SUPPORTED";NULL
"D";"18:88";"SUPPORTED";NULL
"E";"18:94";"SUPPORTED";NULL
"D";"18:94";"SUPPORTED";NULL
"E";"20:60";"SUPPORTED";NULL
"D";"20:60";"SUPPORTED";NULL
"E";"79:24";"SUPPORTED";NULL
"D";"79:24";"SUPPORTED";NULL
"E";"80:2";"SUPPORTED";NULL
"D";"80:2";"SUPPORTED";NULL
"E";"50:36";"SUPPORTED";NULL
"D";"50:36";"SUPPORTED";NULL
"E";"55:35";"SUPPORTED";NULL
"D";"55:35";"SUPPORTED";NULL
"E";"15:34";"SUPPORTED";NULL
"D";"15:34";"SUPPORTED";NULL
"D";"72:1";"SUPPORTED";NULL
"E";"72:1";"SUPPORTED";NULL
"D";"21:82";"SUPPORTED";NULL
"E";"21:82";"SUPPORTED";NULL
"D";"6:130";"SUPPORTED";NULL
"E";"6:130";"SUPPORTED";NULL
"D";"5:90";"SUPPORTED";NULL
"E";"5:90";"SUPPORTED";NULL
"D";"34:20";"SUPPORTED";NULL
"E";"34:20";"SUPPORTED";NULL
"D";"18:51";"SUPPORTED";NULL
"E";"18:51";"SUPPORTED";NULL
"D";"30:26";"SUPPORTED";NULL
"E";"30:26";"SUPPORTED";NULL
"D";"49:16";"SUPPORTED";NULL
"E";"49:16";"SUPPORTED";NULL
"D";"25:61";"SUPPORTED";NULL
"E";"25:61";"SUPPORTED";NULL
"D";"35:9";"SUPPORTED";NULL
"E";"35:9";"SUPPORTED";NULL
"D";"30:9";"SUPPORTED";NULL
"E";"30:9";"SUPPORTED";NULL
"D";"27:88";"SUPPORTED";NULL
"E";"27:88";"SUPPORTED";NULL
"D";"44:11";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"44:11";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"101:1";"SUPPORTED";NULL
"E";"101:1";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"10:99";"SUPPORTED";NULL
"E";"10:99";"SUPPORTED";NULL
"D";"13:33";"SUPPORTED";NULL
"E";"13:33";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"39:47";"SUPPORTED";NULL
"E";"39:47";"SUPPORTED";NULL
"D";"50:4";"SUPPORTED";NULL
"E";"50:4";"SUPPORTED";NULL
"D";"70:14";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"70:14";"SUPPORTED";NULL
"D";"3:15";"SUPPORTED";NULL
"E";"3:15";"SUPPORTED";NULL
"D";"56:69";"SUPPORTED";NULL
"E";"56:69";"SUPPORTED";NULL
"D";"21:6";"SUPPORTED";NULL
"E";"21:6";"SUPPORTED";NULL
"D";"21:95";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"21:95";"SUPPORTED";NULL
"D";"39:49";"SUPPORTED";NULL
"E";"39:49";"SUPPORTED";NULL
"D";"10:42";"SUPPORTED";NULL
"E";"10:42";"SUPPORTED";NULL
"D";"3:106";"SUPPORTED";NULL
"E";"3:106";"SUPPORTED";NULL
"D";"36:65";"SUPPORTED";NULL
"E";"36:65";"SUPPORTED";NULL
"D";"6:113";"SUPPORTED";NULL
"E";"6:113";"SUPPORTED";NULL
"D";"56:59";"SUPPORTED";NULL
"E";"56:59";"SUPPORTED";NULL
"D";"56:72";"SUPPORTED";NULL
"E";"56:72";"SUPPORTED";NULL
"D";"87:4";"SUPPORTED";NULL
"E";"87:4";"NOT_SUPPORTED";"HALLUCINATION"
"D";"53:35";"SUPPORTED";NULL
"E";"53:35";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"52:41";"NOT_SUPPORTED";"INSUFFICIENT_EVIDENCE"
"E";"52:41";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"9:18";"SUPPORTED";NULL
"E";"9:18";"SUPPORTED";NULL
"D";"69:1";"SUPPORTED";NULL
"E";"69:1";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"30:14";"SUPPORTED";NULL
"E";"30:14";"SUPPORTED";NULL
"D";"7:9";"SUPPORTED";NULL
"E";"7:9";"SUPPORTED";NULL
"D";"37:20";"SUPPORTED";NULL
"E";"37:20";"SUPPORTED";NULL
"D";"77:38";"SUPPORTED";NULL
"E";"77:38";"SUPPORTED";NULL
"D";"26:93";"SUPPORTED";NULL
"E";"26:93";"SUPPORTED";NULL
"D";"70:12";"SUPPORTED";NULL
"E";"70:12";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"56:39";"SUPPORTED";NULL
"E";"56:39";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"6:127";"SUPPORTED";NULL
"E";"6:127";"NOT_SUPPORTED";"THEME_INDUCED_SHIFT"
"D";"25:16";"SUPPORTED";NULL
"E";"25:16";"SUPPORTED";NULL
"E";"9:21";"SUPPORTED";NULL
"D";"9:21";"SUPPORTED";NULL
"E";"50:35";"SUPPORTED";NULL
"D";"50:35";"SUPPORTED";NULL
"E";"37:45";"SUPPORTED";NULL
"D";"37:45";"SUPPORTED";NULL
"E";"26:132";"NOT_SUPPORTED";"PRONOUN_DISAMBIGUATION_FAILURE"
"D";"26:132";"NOT_SUPPORTED";"PRONOUN_DISAMBIGUATION_FAILURE"
"E";"26:148";"SUPPORTED";NULL
"D";"26:148";"SUPPORTED";NULL
"E";"84:12";"SUPPORTED";NULL
"D";"84:12";"SUPPORTED";NULL
"E";"14:29";"SUPPORTED";NULL
"D";"14:29";"SUPPORTED";NULL
"E";"40:49";"SUPPORTED";NULL
"D";"40:49";"SUPPORTED";NULL
"E";"104:7";"NOT_SUPPORTED";"AMBIGUOUS_GROUNDING"
"D";"104:7";"SUPPORTED";NULL
"D";"34:32";"SUPPORTED";NULL
"E";"34:32";"SUPPORTED";NULL
"E";"88:4";"SUPPORTED";NULL
"D";"88:4";"SUPPORTED";NULL
